osm_id,osm_url,name,lat,lon,tourism,amenity,building,route_distance_m,note:osm_route_relation,relation_status,proposal_note
node/3009140403,https://www.openstreetmap.org/node/3009140403,Snipheden S,61.2832501,13.8717030,,shelter,,181.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3009140403.
way/508279464,https://www.openstreetmap.org/way/508279464,,62.6407290,12.4190711,chalet,,yes,182.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279464.
node/4075590489,https://www.openstreetmap.org/node/4075590489,,61.2431923,14.0286819,,shelter,,182.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4075590489.
node/6564829393,https://www.openstreetmap.org/node/6564829393,,60.1452974,15.2047553,,shelter,,186.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/6564829393.
way/508279446,https://www.openstreetmap.org/way/508279446,11,62.6419569,12.4175575,chalet,,yes,189.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279446.
way/508279445,https://www.openstreetmap.org/way/508279445,10,62.6416975,12.4176517,chalet,,yes,189.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279445.
node/8409692221,https://www.openstreetmap.org/node/8409692221,Hattkalles Vandrarhem,60.1396748,15.4127478,hostel,,,193.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/8409692221.
node/7112257582,https://www.openstreetmap.org/node/7112257582,,62.2857456,13.1123121,,shelter,,193.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7112257582.
way/508279463,https://www.openstreetmap.org/way/508279463,,62.6405662,12.4190678,chalet,,yes,194.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279463.
way/508279465,https://www.openstreetmap.org/way/508279465,,62.6407692,12.4186213,chalet,,yes,195.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279465.
node/1615754522,https://www.openstreetmap.org/node/1615754522,,62.5567456,12.6558075,,shelter,,201.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/1615754522.
way/508279462,https://www.openstreetmap.org/way/508279462,,62.6404405,12.4190239,chalet,,yes,205.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279462.
way/508279467,https://www.openstreetmap.org/way/508279467,,62.6408408,12.4181196,chalet,,yes,210.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/508279467.
node/9686456658,https://www.openstreetmap.org/node/9686456658,,61.9024997,12.7648190,,shelter,,211.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/9686456658.
node/12913447100,https://www.openstreetmap.org/node/12913447100,HEIM Hotell,61.0027863,14.5368125,hotel,,,211.4,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/12913447100.
way/981496669,https://www.openstreetmap.org/way/981496669,1,62.6403554,12.4188983,chalet,,yes,216.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/981496669.
node/480438585,https://www.openstreetmap.org/node/480438585,,61.7621200,12.9568200,camp_site,,,221.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/480438585.
node/2409602513,https://www.openstreetmap.org/node/2409602513,Slogbod,60.4644134,14.6806395,,shelter,,226.4,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/2409602513.
node/3663316369,https://www.openstreetmap.org/node/3663316369,Selbu Camping,63.2513070,11.0880740,camp_site,,,236.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3663316369.
node/7125234181,https://www.openstreetmap.org/node/7125234181,Byvägen3 Vindskydd,61.8024402,12.9119242,,shelter,,236.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7125234181.
node/4693984813,https://www.openstreetmap.org/node/4693984813,Brunnsvik,60.2035528,15.1297174,,shelter,,238.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4693984813.
node/3780557006,https://www.openstreetmap.org/node/3780557006,,59.9155196,15.4611933,picnic_site,,,244.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3780557006.
node/3932119135,https://www.openstreetmap.org/node/3932119135,,62.6619651,12.4231120,,shelter,,245.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3932119135.
node/9876747515,https://www.openstreetmap.org/node/9876747515,,61.2622679,14.0562965,,shelter,,246.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/9876747515.
node/4786447042,https://www.openstreetmap.org/node/4786447042,,61.0028529,14.5359985,,shelter,,255.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4786447042.
node/4443957454,https://www.openstreetmap.org/node/4443957454,,61.3875197,13.4802629,,shelter,,257.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4443957454.
node/142622334,https://www.openstreetmap.org/node/142622334,Grand Hotel Elektra,60.1509811,15.1866278,hotel,restaurant,,259.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/142622334.
node/3599508793,https://www.openstreetmap.org/node/3599508793,,59.9080756,15.5262565,,shelter,,261.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3599508793.
node/12914022242,https://www.openstreetmap.org/node/12914022242,Saxvikens vandrarhem,60.9998113,14.5391770,guest_house,,,266.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/12914022242.
node/4786447047,https://www.openstreetmap.org/node/4786447047,,61.0029524,14.5357895,,shelter,,267.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4786447047.
node/5469549147,https://www.openstreetmap.org/node/5469549147,Ravinen,61.9737671,13.1587252,picnic_site,,,276.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/5469549147.
node/4444032832,https://www.openstreetmap.org/node/4444032832,,61.3899065,13.4649896,,shelter,,281.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4444032832.
way/493293846,https://www.openstreetmap.org/way/493293846,Doff,62.6449339,12.4138422,chalet,,yes,284.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/493293846.
node/7125728638,https://www.openstreetmap.org/node/7125728638,,62.6031017,12.5051022,,shelter,,294.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7125728638.
node/9266878113,https://www.openstreetmap.org/node/9266878113,Målkullorna Hostel,61.0078503,14.5456851,hostel,,,294.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/9266878113.
node/480438589,https://www.openstreetmap.org/node/480438589,,61.7839300,12.9252500,camp_site,,,295.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/480438589.
node/4692297730,https://www.openstreetmap.org/node/4692297730,,60.1497096,15.2080190,,shelter,,302.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4692297730.
node/317449738,https://www.openstreetmap.org/node/317449738,Hotell Bruksvallsliden,62.6396660,12.4179236,hotel,,,304.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/317449738.
node/2148121839,https://www.openstreetmap.org/node/2148121839,Gruvgården,62.6984463,12.3876539,alpine_hut,,,313.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/2148121839.
node/4692297734,https://www.openstreetmap.org/node/4692297734,,60.1497413,15.2070954,,shelter,,315.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4692297734.
node/346318568,https://www.openstreetmap.org/node/346318568,Stadshotellet,60.1501333,15.1862754,hotel,,,321.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/346318568.
node/250402372,https://www.openstreetmap.org/node/250402372,Fridhemsgatan Hotel,61.0026051,14.5347467,hotel,,,322.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/250402372.
node/7125728507,https://www.openstreetmap.org/node/7125728507,,60.4974228,14.6858937,,shelter,,325.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7125728507.
node/4396688891,https://www.openstreetmap.org/node/4396688891,,63.1856369,11.1916453,chalet,,,326.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4396688891.
node/4560909247,https://www.openstreetmap.org/node/4560909247,Strådalsvallen,62.1488351,13.1903130,,shelter,,327.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4560909247.
