trail,poi_name,category,lat,lon,url
Valldalsleden,Koia - Hytte i Verma,Rom og hytter,62.2695601,8.0741358,https://www.pilegrimsleden.no/interessepunkter/koia-hytte-i-verma
Valldalsleden,Kolstad gård,Rom og hytter,62.1145350,8.8378280,https://www.pilegrimsleden.no/interessepunkter/kolstad-gard
Valldalsleden,Kvennbekkhytta (stengt),Rom og hytter,62.1923994,8.5405803,https://www.pilegrimsleden.no/interessepunkter/kvennbekkhytta
Valldalsleden,Lesja Gjestgiveri,Rom og hytter,62.1182020,8.8533729,https://www.pilegrimsleden.no/interessepunkter/lesja-gjestgiveri
Valldalsleden,Lesjaskogsvatnet camping,Rom og hytter,62.2303184,8.4064592,https://www.pilegrimsleden.no/interessepunkter/lesjaskogsvatnet-camping
Valldalsleden,Ljoshaugen camping,Campingplass,62.0707621,9.1316986,https://www.pilegrimsleden.no/interessepunkter/ljoshaugen-camping
Valldalsleden,Lorkverna,Rom og hytter,62.1200643,8.6512083,https://www.pilegrimsleden.no/interessepunkter/lorkverna
Valldalsleden,Meretes Garden,Vandrerhjem,62.3138027,7.2913170,https://www.pilegrimsleden.no/interessepunkter/meretes-garden
Valldalsleden,Midtskog camping,Campingplass | Rom og hytter | Teltplass,62.0798430,9.1229175,https://www.pilegrimsleden.no/interessepunkter/midtskog-camping
Valldalsleden,Muri hytteutleige,Rom og hytter,62.2991634,7.2549677,https://www.pilegrimsleden.no/interessepunkter/muri-hytteutleige
Valldalsleden,Sør-Einbu,Rom og hytter,62.2390944,8.3011685,https://www.pilegrimsleden.no/interessepunkter/sor-einbu
Valldalsleden,Tjønnebu,Rom og hytter,62.3211459,7.6662683,https://www.pilegrimsleden.no/interessepunkter/tjonnebu
Valldalsleden,Trolltun Hotell og Hytter,Rom og hytter,62.0775638,9.1442798,https://www.pilegrimsleden.no/interessepunkter/trolltun-gjestegard
Valldalsleden,Tynnøl Backpackers Lodge,Rom og hytter,62.1194271,8.8028384,https://www.pilegrimsleden.no/interessepunkter/tynnol-gard
Valldalsleden,Vakkerstøylen,Vandrerhjem | Rom og hytter,62.2696151,7.8359985,https://www.pilegrimsleden.no/interessepunkter/vakkerstoylen
Østerdalsleden,Barmo -hus til leie,Rom og hytter,61.7579278,11.1744449,https://www.pilegrimsleden.no/interessepunkter/barmo-hus-til-leie
Østerdalsleden,Bjerkelihytten på Aasgårvollen,Rom og hytter,62.3843455,10.8380014,https://www.pilegrimsleden.no/interessepunkter/bjerkelihytten-pa-aasgarvollen
Østerdalsleden,Camp Fredbo Trysil,Vandrerhjem,61.4391676,12.1481109,https://www.pilegrimsleden.no/interessepunkter/trysil-camp-fredbo
Østerdalsleden,Dagfinnstua på Oddheim,Rom og hytter,61.0592235,12.6021817,https://www.pilegrimsleden.no/interessepunkter/dagfinnstua-pa-oddheim-1
Østerdalsleden,Elgstua | Gjerfloen Fluefiske,Rom og hytter,61.1419977,12.4857420,https://www.pilegrimsleden.no/interessepunkter/elgstua
Østerdalsleden,Eltdalen Grendehus,Rom og hytter,61.4805181,11.9358556,https://www.pilegrimsleden.no/interessepunkter/grendahus-i-eltdalen
Østerdalsleden,Fagertun,Rom og hytter,62.2729759,10.7722322,https://www.pilegrimsleden.no/interessepunkter/fagertun
Østerdalsleden,Fiskvik Søndre - Jaktslottet.,Rom og hytter,61.6531582,11.1670376,https://www.pilegrimsleden.no/interessepunkter/fiksvik-sondre
Østerdalsleden,Fjellavvo ved Osdalssjøhøgda naturreservat,Rom og hytter,61.6028500,11.7454300,https://www.pilegrimsleden.no/interessepunkter/fjellavvo-ved-osdalssjohogda-naturreservat
Østerdalsleden,"Flenåsstua, Ol-Jons garden",Rom og hytter,61.3294466,12.2466511,https://www.pilegrimsleden.no/interessepunkter/flenasstua-ol-jons-garden
Østerdalsleden,Fluesonen | Gjerfloen fluefiske,Vandrerhjem,61.1161923,12.5383102,https://www.pilegrimsleden.no/interessepunkter/fluesonen
Østerdalsleden,Heimvollen,Rom og hytter,63.2035775,10.4363251,https://www.pilegrimsleden.no/interessepunkter/heimvollen
Østerdalsleden,Hognabua,Rom og hytter,62.6899712,10.7955641,https://www.pilegrimsleden.no/interessepunkter/hognabua
Østerdalsleden,Hytte på Osåsan,Rom og hytter,62.4805069,11.1250201,https://www.pilegrimsleden.no/interessepunkter/hytte-pa-osasan
Østerdalsleden,Hytte ved Nordstu Digre,Rom og hytter,62.9639538,10.6884527,https://www.pilegrimsleden.no/interessepunkter/hytte-ved-nordstu-digre
Østerdalsleden,Hytte | Storbekkøya museumssæter,Rom og hytter,62.7963475,10.6247878,https://www.pilegrimsleden.no/interessepunkter/hytte-pa-storbekkoya-museumssaeter
Østerdalsleden,Kari Maries Sommerresidens,Rom og hytter,62.9469167,10.6347222,https://www.pilegrimsleden.no/interessepunkter/kari-maries-sommerresidens
Østerdalsleden,Kneppstua - stengt,Rom og hytter,61.6545203,11.1673021,https://www.pilegrimsleden.no/interessepunkter/kneppstua
Østerdalsleden,Koie ved Netsjøen,Rom og hytter,61.4701603,11.2272756,https://www.pilegrimsleden.no/interessepunkter/koie-ved-netsjoen
Østerdalsleden,Koie ved Nysledammen,Rom og hytter,61.4623386,11.9730055,https://www.pilegrimsleden.no/interessepunkter/koie-ved-nosledammen
Østerdalsleden,Lia gård pilegrimshus,Pilegrimsherberge,61.5560217,11.1805445,https://www.pilegrimsleden.no/interessepunkter/lia-gard-pilegrimssenter
Østerdalsleden,Ljørkoia ved Løpsjøen,Rom og hytter,61.1711600,11.4614230,https://www.pilegrimsleden.no/interessepunkter/ljorkoia-ved-lopsjoen
Østerdalsleden,Mandfloen husmannsplass,Rom og hytter,61.1483690,12.4675857,https://www.pilegrimsleden.no/interessepunkter/mandfloen-husmannsplass
Østerdalsleden,Negarn,Rom og hytter,61.8836523,11.0902430,https://www.pilegrimsleden.no/interessepunkter/negarn
Østerdalsleden,Osdalsjøhytta,Rom og hytter,61.6268001,11.6570759,https://www.pilegrimsleden.no/interessepunkter/osdalsjohytta
Østerdalsleden,Perskoia,Rom og hytter,61.3374033,11.3913948,https://www.pilegrimsleden.no/interessepunkter/perskoia
Østerdalsleden,Pilegrimsbu Vardan,Rom og hytter,62.8903674,10.5875393,https://www.pilegrimsleden.no/interessepunkter/pilegrimsbu-vardan
Østerdalsleden,Pilegrimsbu ved Okstjønna,Rom og hytter,63.0502213,10.6784213,https://www.pilegrimsleden.no/interessepunkter/pilegrimsbu-ved-okstjonna
Østerdalsleden,Pilegrimsbua Rensjøen,Rom og hytter,61.6725951,11.3719511,https://www.pilegrimsleden.no/interessepunkter/pilegrimsbua-rensjoen
Østerdalsleden,Pilegrimslavvo ved Søndre Kvanntjønna,Rom og hytter,62.1084714,10.9356135,https://www.pilegrimsleden.no/interessepunkter/pilegrimslavvo-ved-sondre-kvanntjonna
Østerdalsleden,Rena Camping,Campingplass | Rom og hytter,61.1375625,11.3801110,https://www.pilegrimsleden.no/interessepunkter/rena-camping
Østerdalsleden,Rendalen Camping,Campingplass | Rom og hytter | Teltplass,61.6921815,11.2089691,https://www.pilegrimsleden.no/interessepunkter/rendalen-camping
Østerdalsleden,Romenstad Gård,Vandrerhjem,61.9676364,11.1071762,https://www.pilegrimsleden.no/interessepunkter/romenstad-gard
Østerdalsleden,Samatun,Rom og hytter,63.1104949,10.5960162,https://www.pilegrimsleden.no/interessepunkter/samatun
Østerdalsleden,Samsjøbua,Rom og hytter,63.0719798,10.7109286,https://www.pilegrimsleden.no/interessepunkter/samsjobua
Østerdalsleden,Simensvollen - trivelig seterstue,Rom og hytter,62.4677224,11.0710488,https://www.pilegrimsleden.no/interessepunkter/simensvollen-trivelig-seterstue
Østerdalsleden,Skinningskoia,Rom og hytter,61.1066449,12.5616132,https://www.pilegrimsleden.no/interessepunkter/skinningskoia
Østerdalsleden,Skårsåsbua,Rom og hytter,62.0186659,10.9633912,https://www.pilegrimsleden.no/interessepunkter/lavvo-ved-skorsasetra
Østerdalsleden,Småvangan skihytte,Rom og hytter,62.1770516,10.8226490,https://www.pilegrimsleden.no/interessepunkter/smavangan-skihytte
Østerdalsleden,Spellmovollen,Rom og hytter,62.6267163,10.8482695,https://www.pilegrimsleden.no/interessepunkter/spellmovollen
Østerdalsleden,Stengt- Pilegrimshytta i Otnes,Rom og hytter,61.7581462,11.1794455,https://www.pilegrimsleden.no/interessepunkter/pilegrimshytta-i-otnes
Østerdalsleden,Storsjøsenteret,Vandrerhjem,61.6921326,11.2088763,https://www.pilegrimsleden.no/interessepunkter/storsjosenteret
Østerdalsleden,Svarttjønnbua,Rom og hytter,62.7352447,10.7675833,https://www.pilegrimsleden.no/interessepunkter/svarttjonnbua
Østerdalsleden,Tollefkoia,Rom og hytter,61.2751008,11.4490914,https://www.pilegrimsleden.no/interessepunkter/tollefkoia
Østerdalsleden,Tollefsa Gjestegård,Vandrerhjem,62.4178455,10.8583664,https://www.pilegrimsleden.no/interessepunkter/tollefsa-gjestegard
Østerdalsleden,Trollhaugen,Rom og hytter,62.3423585,10.8130088,https://www.pilegrimsleden.no/interessepunkter/trollhaugen
Østerdalsleden,Trollhytta,Rom og hytter,61.4252775,11.3018990,https://www.pilegrimsleden.no/interessepunkter/trollhytta
Østerdalsleden,Trysil Hyttegrend & Camping,Vandrerhjem | Rom og hytter,61.2925837,12.2834712,https://www.pilegrimsleden.no/interessepunkter/trysil-hyttegrend-camping
Østerdalsleden,Trysilelva Camping,Vandrerhjem,61.3041381,12.2743678,https://www.pilegrimsleden.no/interessepunkter/trysilelva-camping
Østerdalsleden,Øyvindtjønna sælehus,Gapahuk,63.2603695,10.3340098,https://www.pilegrimsleden.no/interessepunkter/oyvindtjonna-saelehus
