trail,poi_name,category,lat,lon,address,match_status,matched_osm_id,matched_osm_url,matched_osm_name,distance_m,tag_diff
Valldalsleden,Kolstad gård,Overnatting | Rom og hytter,62.1145350,8.8378280,"Kyrkjevegen 71, 2665 Lesja",matched,node/6808271301,https://www.openstreetmap.org/node/6808271301,Kolstad gard,15.6,name:Kolstad gård->Kolstad gard; tourism:chalet->apartment
Valldalsleden,Lesjaskogsvatnet camping,Overnatting | Rom og hytter,62.2303184,8.4064592,"Romsdalsvegen 4156, 2668 Lesjaskog",matched,way/305044838,https://www.openstreetmap.org/way/305044838,Lesjaskogvatnet Camping,72.9,name:Lesjaskogsvatnet camping->Lesjaskogvatnet Camping; tourism:chalet->camp_site
Valldalsleden,Ljoshaugen camping,Overnatting | Campingplass,62.0707621,9.1316986,"Ljoshaugvegen 13, 2660 Dombås",matched,node/12115211607,https://www.openstreetmap.org/node/12115211607,Ljoshaugen camping,105.8,name_match_beyond_100m
Valldalsleden,Midtskog camping,Overnatting | Campingplass | Rom og hytter | Teltplass,62.0798430,9.1229175,"Romsdalsveien 2, 2660 Dombås",matched,node/3663315937,https://www.openstreetmap.org/node/3663315937,Midtskog Camping,36.7,name:Midtskog camping->Midtskog Camping; tourism:chalet->camp_site
Valldalsleden,Tjønnebu,Overnatting | Rom og hytter,62.3211459,7.6662683,,matched,node/1356403693,https://www.openstreetmap.org/node/1356403693,Tjønnebu,30.7,tourism:chalet->wilderness_hut
Valldalsleden,Tynnøl Backpackers Lodge,Overnatting | Rom og hytter,62.1194271,8.8028384,"Tynnølsvegen 50, 2665 Lesja",matched,node/6808271313,https://www.openstreetmap.org/node/6808271313,Tynnøl Backpackers Lodge,24.9,tourism:chalet->guest_house
Valldalsleden,Vakkerstøylen,Overnatting | Vandrerhjem | Rom og hytter,62.2696151,7.8359985,,matched,node/837453934,https://www.openstreetmap.org/node/837453934,Vakkerstøylen,248.4,name_match_beyond_100m; tourism:hostel->wilderness_hut
Valldalsleden,Meretes Garden,Overnatting | Vandrerhjem,62.3138027,7.2913170,"Døvingssida 10, 6210 Valldal, Norway",possible,node/3663317727,https://www.openstreetmap.org/node/3663317727,Uritun Camping,203.5,compatible_tag_beyond_100m; name:Meretes Garden->Uritun Camping; tourism:hostel->camp_site
Valldalsleden,Trolltun Hotell og Hytter,Overnatting | Hotell | Rom og hytter,62.0775638,9.1442798,"Skitrekkveien 18, 2660 Dombås",possible,node/14049320618,https://www.openstreetmap.org/node/14049320618,Dombås vandrerhjem,114.6,compatible_tag_beyond_100m; name:Trolltun Hotell og Hytter->Dombås vandrerhjem; tourism:chalet->hostel
Romboleden,Balstad pensjonat,Overnatting | Pilegrimsherberge | Vandrerhjem,63.2639573,10.9732818,"Strandvegen 585, 7584 Selbustrand",gap,,,,,
Romboleden,Bekken Pilegrimsherberge,Overnatting | Pilegrimsherberge,63.1916389,11.1540869,"Hyttbakkvegen 305, 7580 Selbu",gap,,,,,
Romboleden,Jensgarden,Overnatting | Vandrerhjem,63.0617141,11.4537382,,gap,,,,,
Romboleden,Neatun,Overnatting | Vandrerhjem,63.0314758,11.6767263,"Neatun Velværesenter, Neabyen 35, 7590 Tydal",gap,,,,,
Romboleden,Trøen gård,Overnatting | Pilegrimsherberge,63.0551441,11.5631962,,gap,,,,,
Romboleden,Erikbu,Gapahuk,63.3817267,10.7357765,,matched,node/8260089908,https://www.openstreetmap.org/node/8260089908,Erikbu,3.8,
Romboleden,Moheim camping,Overnatting | Rom og hytter,62.9148442,11.8905660,"Stugudalsvegen 2030, 7590 Tydal",matched,node/3663315954,https://www.openstreetmap.org/node/3663315954,Moheim Camping,61.2,name:Moheim camping->Moheim Camping; osm:tents=yes; tourism:chalet->camp_site
Romboleden,Rumi Hostel - Trondheim Vandrerhjem,Overnatting | Hotell | Pilegrimsherberge,63.4337714,10.4245614,Weidemanns veg 41 B 7043 Trondheim,matched,way/1039106465,https://www.openstreetmap.org/way/1039106465,RUMI Hostel,11.0,+hostel:type=pilgrim; name:Rumi Hostel - Trondheim Vandrerhjem->RUMI Hostel
Romboleden,Storsand Gård Camping,Overnatting | Teltplass,63.4322046,10.7085925,"Storsandveien 1, 7563 Malvik",matched,way/175424875,https://www.openstreetmap.org/way/175424875,Storsand Gård Camping,233.4,name_match_beyond_100m
Nordleden,Scandic Stiklestad Hotell,Overnatting | Hotell | Pilegrimsherberge,63.7959568,11.5625599,"Stiklestad alle 350, Verdal",matched,way/236640561,https://www.openstreetmap.org/way/236640561,Scandic Stiklestad,19.5,+hostel:type=pilgrim; name:Scandic Stiklestad Hotell->Scandic Stiklestad; tourism:hostel->hotel
Nordleden,Stiklestad Camping,Overnatting | Rom og hytter | Teltplass,63.7739444,11.5785734,"Vukuveien 261, 7650 Verdal",matched,node/3663316782,https://www.openstreetmap.org/node/3663316782,Stiklestad Camping,86.8,osm:tents=yes; tourism:chalet->camp_site
